subframe_index,exposure_time,raw_signal,noise_total,noise_temporal,effective_signal,shot_noise_var,fpn_var,fpn
6,3.2e-05,272.80453,12.839085,12.804356888418907,0.06362915,0.30574631396936525,0.8905314659914723,0.9436797475793747
5,3.2e-05,273.12842,12.878963,12.836024344516053,0.012481689,0.0,1.1041853258193441,1.0508022296414032
8,3.2e-05,273.23557,12.848277,12.835421475994952,0.05331421,0.058177278009480915,0.3301873450909909,0.5746193044886247
0,3.2e-05,272.78613,12.776918,12.758904378285607,-0.049743652,0.2995542054203213,0.46000811361594174,0.6782389797231811
1,3.2e-05,272.78427,12.744684,12.73837717718686,-0.05429077,0.0,0.16071832727178048,0.4008969035447648
2,3.2e-05,272.93854,12.858549,12.853004466844121,-0.06439209,0.2984941337107614,0.14256133153506312,0.377572948627233
3,3.2e-05,272.68973,12.825798,12.795551231653223,-0.06317139,0.13759604838165274,0.7749673109501884,0.8803222767544784
4,3.2e-05,272.70874,12.812482,12.781072946252761,-0.07131958,0.21138077977508374,0.8038728288938728,0.8965895543078074
5,3.2e-05,273.05334,12.881398,12.870161268761148,-0.06259155,0.5027444750355983,0.2893688379554362,0.5379301422633205
6,3.2e-05,272.7317,12.829437,12.800290560474576,-0.009216309,0.20162942054318478,0.7470287305114027,0.8643082381369523
7,3.2e-05,272.76727,12.8243,12.793271930085755,-0.010406494,0.4944409212757819,0.794855066043965,0.8915464463750417
8,3.2e-05,273.18527,12.855271,12.841096802028035,0.0030212402,0.2038998906316749,0.3642285264141094,0.6035134848651763
0,3.2e-05,272.81668,12.784597,12.770457335224625,-0.019195557,0.594493821977153,0.3613575595591101,0.6011302351064286
1,3.2e-05,272.8098,12.764221,12.752603255845834,-0.028747559,0.35111198412417366,0.29644894410742495,0.5444712518649859
2,3.2e-05,272.97635,12.8728895,12.862056935554685,-0.02658081,0.5312789224462051,0.2787798386980569,0.5279960593584547
3,3.2e-05,272.76837,12.815324,12.773586317258074,0.015472412,0.0,1.068021282080764,1.0334511512794227
4,3.2e-05,272.79257,12.789922,12.753125202417793,0.012512207,0.0,0.9398898566123535,0.9694791677041614
7,3.2e-05,272.7827,12.795896,12.775512259647627,0.0050354004,0.04034774056250967,0.5212260787884873,0.7219598872433892
5,3.2e-05,273.09198,12.877346,12.861317848419198,-0.023956299,0.27519018918226834,0.41253774783220365,0.6422910149085098
6,3.2e-05,272.7515,12.816141,12.783527578710036,0.0105896,0.0,0.8349016482661682,0.9137295268656739
4,3.2e-05,272.7549,12.815748,12.800360692830498,-0.025146484,0.7047889889009014,0.39417433656493017,0.6278330483217096
7,3.2e-05,272.80737,12.787164,12.777556887562588,0.029693604,0.09259425905381136,0.24559088842218557,0.49557127481542507
8,3.2e-05,273.2177,12.841438,12.833712674168927,0.035461426,0.014313814701182537,0.19836111113366428,0.44537749284586026
0,3.2e-05,272.81982,12.769385,12.746292692511995,-0.016052246,0.0,0.5892277970106363,0.7676117488748048
1,3.2e-05,272.82907,12.757318,12.729568823022872,-0.009490967,0.0,0.7072230877365939,0.8409655686986204
2,3.2e-05,273.0046,12.846067,12.834113237817174,0.0016784668,0.0,0.30699125630783897,0.5540679166923843
3,3.2e-05,272.7379,12.808376,12.774862186656195,-0.014984131,0.0,0.857400506472942,0.9259592358591937
6,3.2e-05,272.76263,12.803004,12.787031499107837,0.021728516,0.0,0.408741334378675,0.6393288155391363
4,3.2e-05,272.7654,12.794934,12.759472180628746,-0.0146484375,0.0,0.9062120789876644,0.9519517209331912
6,3.2e-05,272.7652,12.793294,12.791882769958836,0.024291992,0.0,0.03610067814588547,0.19000178458605452
7,3.2e-05,272.83408,12.801481,12.781248277142566,0.056396484,0.1869417661154955,0.5176221655401889,0.7194596344063987
8,3.2e-05,273.23453,12.847774,12.834855022350967,0.05227661,0.04363625634485402,0.3317889136306178,0.5760112096397237
0,3.2e-05,272.8429,12.751773,12.740029333648488,0.007019043,0.0,0.29936436976825576,0.5471420014660323
1,3.2e-05,272.8576,12.752825,12.7335758082045,0.019042969,0.0,0.49058387987315655,0.7004169328858038
2,3.2e-05,273.02673,12.8435335,12.850530952598714,0.023803711,0.23491607269343717,0.0,0.0
5,3.2e-05,273.1126,12.867012,12.829574865169521,-0.003326416,0.0,0.9620063376042083,0.9808192175952755
3,3.2e-05,272.83475,12.80758,12.798251327356224,0.081848145,0.20670176469471357,0.2388663553793151,0.4887395578212542
5,3.2e-05,273.06775,12.843838,12.818361780416895,-0.048187256,0.0,0.6537736296286596,0.8085626936908848
3,3.2e-05,272.67548,12.778235,12.762935640051976,-0.077423096,0.0,0.3907685256254183,0.625114809955274
7,3.2e-05,272.7517,12.729478,12.725475521095495,-0.025970459,0.0,0.1018845784055884,0.31919363778996035
8,3.2e-05,273.15292,12.763632,12.755366740408997,-0.029327393,0.0,0.2109128967695142,0.45925254138601584
0,3.2e-05,272.74786,12.737661,12.725764142714096,-0.088012695,0.0,0.30294334143403034,0.5504028901032683
1,3.2e-05,272.7987,12.749066,12.726406123510614,-0.039855957,0.0,0.5772834685340342,0.7597917270765945
2,3.2e-05,272.96558,12.834417,12.819158861615934,-0.037353516,0.0,0.39144086092710495,0.6256523482950456
3,3.2e-05,272.66473,12.779102,12.759631327128723,-0.08816528,0.0,0.4972588352084415,0.7051658210722082
4,3.2e-05,272.72073,12.762337,12.74777086678297,-0.059326172,0.0,0.3715809699915553,0.6095744171071776
4,3.2e-05,272.7124,12.758881,12.746860494855135,-0.06765747,0.0,0.3065795071233879,0.5536962227823014
6,3.2e-05,272.70303,12.786007,12.766763248246342,-0.037872314,0.0,0.4917355333437001,0.7012385709184145
7,3.2e-05,272.7494,12.765476,12.738483724419897,-0.028289795,0.0,0.688414604837817,0.829707541750596
8,3.2e-05,273.16705,12.818089,12.791955599713061,-0.015197754,0.0,0.6692624378993344,0.8180846153664878
0,3.2e-05,272.8495,12.734138,12.714715599258056,0.01361084,0.0,0.49427139014008503,0.7030443728101983
1,3.2e-05,272.85995,12.747683,12.735032403289036,0.021392822,0.0,0.3223676559282751,0.5677743001653694
2,3.2e-05,273.0199,12.833314,12.820329532480171,0.016967773,0.0,0.333089887601119,0.5771394004927397
5,3.2e-05,273.05786,12.820008,12.809806981693548,-0.05807495,0.0,0.2614604482005518,0.5113320332235717
4,3.2e-05,272.86737,12.777213,12.773800760423297,0.08731079,0.02554098933163118,0.08718576386857535,0.2952723554086555
5,3.2e-05,273.20142,12.853828,12.854579747454064,0.08547974,0.10191387477223657,0.0,0.0
6,3.2e-05,272.71982,12.789263,12.761925464386868,-0.021087646,0.0,0.698505023465259,0.8357661296470795
8,3.2e-05,273.1721,12.857569,12.825156526746428,-0.0101623535,0.0,0.8324377011722675,0.9123802393587157
0,3.2e-05,272.8582,12.777276,12.757280544506179,0.02230835,0.25812016242056757,0.510582171264133,0.7145503280134528
1,3.2e-05,272.8539,12.766598,12.74812152856258,0.015350342,0.23682469011512808,0.47142044221803303,0.6866006424538452
2,3.2e-05,273.0245,12.877145,12.863825080143414,0.021575928,0.5767660015225431,0.3428661238795314,0.5855477127267524
3,3.2e-05,272.78534,12.805061,12.796688185038652,0.032440186,0.16669323162719252,0.21436072829058617,0.4629910671822796
4,3.2e-05,272.8016,12.795762,12.773740068961441,0.02154541,0.02399047173187796,0.5630862570542661,0.7503907362529645
7,3.2e-05,272.7625,12.78954,12.773095390766619,-0.015167236,0.0,0.42037605732187444,0.6483641394477909
5,3.2e-05,273.13492,12.868686,12.850862732590192,0.018981934,0.00636636299148563,0.45840014824173636,0.6770525446682379
7,3.2e-05,272.8057,12.7972975,12.797950567445252,0.028015137,0.6141729709279389,0.0,0.0
8,3.2e-05,273.2161,12.8568125,12.850756185357156,0.033843994,0.4520673470722443,0.15568814516885254,0.3945733710843302
0,3.2e-05,272.79623,12.762445,12.745360741397722,-0.039642334,0.0,0.4357997132392768,0.6601512805708073
1,3.2e-05,272.78906,12.75326,12.744269643783472,-0.04949951,0.13863093657531067,0.22922112935160044,0.4787704349180309
2,3.2e-05,272.95578,12.857671,12.850285489352986,-0.04714966,0.22860746687175038,0.18986499056157413,0.43573500038621427
3,3.2e-05,272.73846,12.8171625,12.802301470910727,-0.014434814,0.31038767860232497,0.3807248750654537,0.6170290714913307
6,3.2e-05,272.77472,12.8168125,12.810306000379917,0.033813477,0.45813081133835,0.16673583580998752,0.40833299622977753
6,3.2e-05,272.71753,12.824164,12.792330538077415,-0.023376465,0.0,0.8154774026188534,0.9030378744099571
5,3.2e-05,273.12625,12.86644,12.863717184211227,0.010314941,0.33691318648726565,0.07005303177720634,0.2646753327705594
4,3.2e-05,272.79022,12.795924,12.778754532409874,0.0101623535,0.15212252192671372,0.4391045974844303,0.6626496793060647
7,3.2e-05,272.77325,12.780134,12.74372342062677,-0.004425049,0.0,0.9293462643109365,0.9640260703481709
8,3.2e-05,273.15866,12.835595,12.804338006630774,-0.023590088,0.0,0.8014306533569027,0.8952265933030042
0,3.2e-05,272.82513,12.765837,12.753977580282077,-0.0107421875,0.17385738952256702,0.3026391336152585,0.55012647056405
1,3.2e-05,272.81412,12.760134,12.745929892440014,-0.02444458,0.18095100611031967,0.36228558130096644,0.6019016375629547
2,3.2e-05,272.97708,12.865023,12.854060498280411,-0.025848389,0.3256416024486839,0.2819330278362031,0.5309736602094337
3,3.2e-05,272.769,12.81714,12.793238212606946,0.016113281,0.07840869102591341,0.6121240286574903,0.7823835559733412
4,3.2e-05,272.7792,12.793895,12.7643274975772,-0.0008544922,0.0,0.7556898724851919,0.869304246213713
5,3.2e-05,273.12787,12.869897,12.849860649119996,0.011932373,0.0,0.5153281243692902,0.7178635833981901
6,3.2e-05,272.68338,12.80921,12.77283239443191,-0.057525635,0.0,0.9306040641804714,0.9646782179465189
7,3.2e-05,272.72598,12.782185,12.754959433264988,-0.051696777,0.0,0.695256681936371,0.8338205334101404
8,3.2e-05,273.12766,12.835688,12.809719316248646,-0.054595947,0.0,0.6659738514263154,0.8160722096887721
0,3.2e-05,272.89236,12.771605,12.75037250744785,0.056488037,0.08191234986665563,0.5418772640914824,0.7361231310667274
1,3.2e-05,272.88696,12.761822,12.73528730742883,0.04840088,0.0,0.6765471630624518,0.8225248707865628
2,3.2e-05,273.06805,12.8707075,12.851678695577363,0.06512451,0.2644156033528873,0.48946029646324973,0.6996143912636802
3,3.2e-05,272.76526,12.809032,12.795076489551597,0.012359619,0.12544709999536963,0.35733720660209656,0.5977768869754806
5,3.2e-05,273.09183,12.892989,12.878679652607381,-0.024108887,0.7220829855994282,0.3687821584462938,0.6072743683429211
6,3.2e-05,272.80307,12.816309,12.80649457657538,0.062164307,0.3604943278232895,0.2514786425672355,0.5014764626253515
7,3.2e-05,272.85156,12.803256,12.781326501693403,0.07388306,0.18894138704581565,0.5610632184379938,0.7490415331862404
8,3.2e-05,273.2452,12.866789,12.837231430257404,0.06295776,0.10464360556559882,0.7597494599176855,0.8716360822715438
3,3.2e-05,272.746,12.81348,12.787998516400071,-0.0068969727,0.0,0.652366161346464,0.8076918727748001
4,3.2e-05,272.78278,12.800981,12.765312047958416,0.0027160645,0.0,0.9119053641461505,0.9549373613730644
5,3.2e-05,273.12802,12.856978,12.838168776168287,0.012084961,0.0,0.48331761621923874,0.6952104833927915
6,3.2e-05,272.67996,12.794922,12.777622973821053,-0.060943604,0.0,0.442373111536682,0.6651113527347748
7,3.2e-05,272.71866,12.797032,12.771054808949115,-0.059020996,0.0,0.6641971527551789,0.8149829156216583
8,3.2e-05,273.12,12.832965,12.814299498570021,-0.06225586,0.0,0.478710660752796,0.6918891968753349
2,3.2e-05,273.04468,12.853603,12.835043840232295,0.041748047,0.0,0.4767680275181476,0.6904839082253457
0,3.2e-05,272.79764,12.762566,12.752104237159465,-0.038238525,0.12607574656507836,0.2669246828227472,0.5166475421626887
2,3.2e-05,272.97504,12.862857,12.86003253812701,-0.027893066,0.47920719068125095,0.07264234194738606,0.2695224331060145
3,3.2e-05,272.69568,12.819853,12.783678633015098,-0.05722046,0.0,0.9261934202932309,0.9623894327626582
4,3.2e-05,272.74008,12.793721,12.768764717788427,-0.039978027,0.0,0.6379536120348632,0.798719983495382
5,3.2e-05,273.07486,12.867766,12.85516238548788,-0.04107666,0.11689334837848264,0.32420678101880185,0.5693915884686055
6,3.2e-05,272.7046,12.794724,12.784939666722545,-0.036315918,0.0,0.2502890317409765,0.5002889482498853
7,3.2e-05,272.74545,12.781716,12.759759453548195,-0.032226562,0.0,0.5608073643452656,0.7488707260570849
1,3.2e-05,272.80023,12.751965,12.747951592469384,-0.038330078,0.2324919870571307,0.10232480054946791,0.3198824792786687
8,3.2e-05,273.15506,12.84613,12.827924057407047,-0.027191162,0.0,0.46743566646000545,0.6836926695965121
1,3.2e-05,272.86334,12.753294,12.751545875710393,0.024780273,0.3241444034611618,0.04459267223137431,0.21116977111171548
8,3.2e-05,273.21112,12.830235,12.818512834721957,0.028869629,0.0,0.3006426464981473,0.5483088969715404
3,3.2e-05,272.77234,12.8098,12.781870027451799,0.019439697,0.0,0.71477150171998,0.8454416016023697
4,3.2e-05,272.82034,12.790905,12.754587192298938,0.040283203,0.0,0.9277595823641889,0.963202773233232
5,3.2e-05,273.15286,12.860028,12.827503263271515,0.03692627,0.0,0.8354853481414466,0.9140488762322541
6,3.2e-05,272.7444,12.772427,12.765250007797407,0.003479004,0.0,0.1832799337408062,0.4281120574578649
7,3.2e-05,272.78775,12.751729,12.745386366681617,0.010070801,0.0,0.1617242643970087,0.40214955476415576
8,3.2e-05,273.19754,12.825923,12.809131283418221,0.015289307,0.0,0.43045874267230033,0.6560935471960537
0,3.2e-05,272.85696,12.778363,12.768020235856332,0.021087646,0.5322540144214827,0.26421931535696785,0.514022679807971
0,3.2e-05,272.85477,12.753571,12.745490216516348,0.01889038,0.0,0.20604359381104587,0.453920250496765
2,3.2e-05,273.04346,12.854996,12.840241726765447,0.040527344,0.0,0.37910792557525497,0.6157174072374882
3,3.2e-05,272.74356,12.808283,12.772960520851385,-0.009338379,0.0,0.903588297420356,0.9505726155430504
4,3.2e-05,272.78345,12.788301,12.771027834966068,0.0033874512,0.0,0.4414974525844002,0.6644527466903875
5,3.2e-05,273.126,12.85792,12.842224314519399,0.010070801,0.0,0.40337023662144134,0.6351143492485753
6,3.2e-05,272.7671,12.793701,12.784978778997962,0.026184082,0.0,0.2231048520170873,0.4723397633241217
7,3.2e-05,272.81006,12.773033,12.758955628853396,0.03237915,0.0,0.35942662716118434,0.5995219988967747
1,3.2e-05,272.87805,12.758416,12.732490105386859,0.039489746,0.0,0.6608716195460431,0.8129401082158778
0,3.2e-05,272.77582,12.773509,12.742434064237125,-0.060058594,0.0,0.7929107396630855,0.890455355232976
1,3.2e-05,272.76624,12.765906,12.743971581270802,-0.07232666,0.13103384735225632,0.5595568660355923,0.7480353374243708
2,3.2e-05,272.9373,12.868499,12.834859068448424,-0.06564331,0.0,0.8646592946297744,0.9298705795054355
4,3.2e-05,272.78244,12.802247,12.775165643965474,0.002380371,0.060412353096609195,0.6926647419004723,0.8322648267832015
5,3.2e-05,273.10312,12.876155,12.854666064199815,-0.012817383,0.10413301320639334,0.5529247577924536,0.7435891054826271
6,3.2e-05,272.74948,12.831815,12.811235254095886,0.008575439,0.48193972375793237,0.5277230659685301,0.7264455010312406
7,3.2e-05,272.79007,12.817993,12.791360823386876,0.012390137,0.44554595823225895,0.682037382603113,0.825855545845103
8,3.2e-05,273.2033,12.880477,12.854136025432942,0.021057129,0.5389457719100221,0.6778795445498247,0.8233344062711242
0,3.2e-05,272.80884,12.755807,12.731585128255633,-0.027038574,0.0,0.6173571874096808,0.785720807545327
3,3.2e-05,272.77097,12.807627,12.794833723704174,0.018066406,0.11923474375697651,0.32753882065298967,0.5723100738699168
1,3.2e-05,272.83502,12.746758,12.721146196816456,-0.003540039,0.0,0.6522978376597166,0.8076495760289338
3,3.2e-05,272.7648,12.798919,12.786748272285843,0.0119018555,0.0,0.31138551572627193,0.5580192789915702
4,3.2e-05,272.80008,12.785332,12.767179996284417,0.020019531,0.0,0.46382136337345514,0.6810443182153825
5,3.2e-05,273.15585,12.853865,12.84265589824815,0.039916992,0.0,0.2880217545826156,0.5366765828528534
6,3.2e-05,272.70154,12.798076,12.77815436128708,-0.039367676,0.0,0.5095120859168674,0.7138011529248656
7,3.2e-05,272.75864,12.795363,12.786734785294321,-0.019042969,0.32722071361149574,0.2207422658957512,0.4698321677958537
8,3.2e-05,273.15558,12.841551,12.818990274221889,-0.026672363,0.0,0.5789143747952323,0.7608642288839924
2,3.2e-05,272.99512,12.845464,12.83029237311857,-0.0078125,0.0,0.38953328924074526,0.6241260203202117
2,3.2e-05,273.01294,12.872752,12.8412478563331,0.010009766,0.0,0.8101019053065102,0.9000566122786445
1,3.2e-05,272.86896,12.758148,12.725741214828506,0.030395508,0.0,0.825850499035397,0.908763169937799
0,3.2e-05,272.88174,12.773129,12.739156725296919,0.04586792,0.0,0.86671795957227,0.9309768845531398
3,3.2e-05,272.72467,12.811088,12.781981969481444,-0.02822876,0.0,0.7448993341949972,0.8630755089764726
4,3.2e-05,272.7459,12.800193,12.766930486941233,-0.03414917,0.0,0.850426127157391,0.9221855166708003
5,3.2e-05,273.09943,12.88478,12.849594955386983,-0.01651001,0.0,0.9054570899152736,0.95155509032072
6,3.2e-05,272.74707,12.821023,12.794518128102524,0.006164551,0.053885118312763325,0.6789374614527617,0.823976614627358
7,3.2e-05,272.76575,12.789717,12.766505646708243,-0.011932373,0.0,0.5931920930743502,0.7701896474728482
8,3.2e-05,273.16904,12.857592,12.84011090294767,-0.013214111,0.17858081157265815,0.44920947070750117,0.6702309084990793
0,3.2e-05,272.894,12.802563,12.76359785133578,0.058135986,0.41934338180803366,0.9961790202360419,0.9980876816372607
1,3.2e-05,272.90378,12.781055,12.743521115753918,0.065216064,0.1195526107804028,0.9580467695996333,0.9787986358795323
2,3.2e-05,273.05786,12.888534,12.86060034047015,0.05493164,0.4938114262967588,0.7192624715662532,0.8480934332762241
3,3.2e-05,272.75485,12.818444,12.805651639605163,0.001953125,0.3961786414417361,0.3278013438666676,0.5725393819351361
4,3.2e-05,272.7874,12.814278,12.800260889093224,0.0073547363,0.7022339511904647,0.3590401652909918,0.5991996038808702
5,3.2e-05,273.11383,12.876613,12.857437640957892,-0.002105713,0.17539608223688674,0.49345673270727275,0.7024647554911725
6,3.2e-05,272.67694,12.847897,12.81422397141749,-0.063964844,0.5585269776192945,0.8641149380837305,0.9295778278787261
7,3.2e-05,272.71454,12.810128,12.781930718913655,-0.06314087,0.2043871472642138,0.7216275900555331,0.8494866626707762
8,3.2e-05,273.11688,12.875673,12.852156135077294,-0.06536865,0.48805013198196434,0.60504166397007,0.777844241458449
2,3.2e-05,272.92188,12.848947,12.82403845514913,-0.08105469,0.0,0.6394661676531825,0.7996662851797508
1,3.2e-05,272.7403,12.756238,12.721823243790935,-0.0982666,0.0,0.8768167472953792,0.9363849354274016
0,3.2e-05,272.7165,12.750403,12.713802529931916,-0.119384766,0.0,0.9320096537249185,0.9654064707287384
8,3.2e-05,273.2032,12.827369,12.81841033358638,0.020935059,0.0,0.2297383557434216,0.47931029171448175
1,3.2e-05,272.88483,12.768626,12.747026384850873,0.04626465,0.2089038391987117,0.5511296232125744,0.7423810498743717
2,3.2e-05,273.03958,12.877973,12.853703093005038,0.03665161,0.316453512123104,0.624495141599283,0.7902500500469981
3,3.2e-05,272.81058,12.821302,12.798585804746008,0.057678223,0.21526332796534575,0.5819893624211829,0.7628822729761014
4,3.2e-05,272.84247,12.797141,12.781588149328957,0.062408447,0.2245507414072847,0.3978195664804218,0.6307293924342053
5,3.2e-05,273.17313,12.881274,12.85362891455166,0.05718994,0.07746966411451695,0.711454561962455,0.8434776594329307
6,3.2e-05,272.79492,12.804193,12.788760531421149,0.054016113,0.0,0.3949459889099671,0.6284472841137649
0,3.2e-05,272.89484,12.777473,12.746257626334033,0.05895996,0.0,0.7967409860121109,0.8926034875643892
7,3.2e-05,272.82684,12.77891,12.771641493080388,0.04916382,0.0,0.18571068160235882,0.4309416220352344
0,3.2e-05,272.8211,12.770403,12.756041089985171,-0.014770508,0.22649756057478498,0.36660662857866555,0.6054804939704215
1,3.2e-05,272.8165,12.760514,12.745286562944344,-0.022064209,0.16455175468405514,0.38838942257098097,0.6232089718312638
2,3.2e-05,272.98886,12.856977,12.847872666569435,-0.0140686035,0.1666023653778268,0.2340325676414352,0.48376912638306635
3,3.2e-05,272.76468,12.82834,12.790298048454826,0.011779785,0.003188894826678279,0.9745752701692254,0.9872057891692215
4,3.2e-05,272.79254,12.797186,12.776774642054226,0.012481689,0.10152537618074575,0.5219893408866483,0.7224882980966877
5,3.2e-05,273.13657,12.89578,12.85507067394552,0.020629883,0.1145354232501461,1.048290170014326,1.0238604250650212
8,3.2e-05,273.23892,12.848433,12.848882842234545,0.056671143,0.40392310504631723,0.0,0.0
8,3.2e-05,273.20648,12.843316,12.834859068448424,0.024230957,0.043740118509759895,0.21716783955164942,0.4660127032084527
7,3.2e-05,272.78537,12.785281,12.773447401245383,0.0076904297,0.0,0.30245091144570324,0.5499553722309686
6,3.2e-05,272.764,12.814314,12.786591823184171,0.023101807,0.0,0.7097040687640686,0.8424393561343562
0,3.2e-05,272.8313,12.78094,12.77175208641088,-0.0045776367,0.6275646279253522,0.23478089423591086,0.4845419427004342
