Effective_Signal,Noise,Raw_Signal,Exposure_Time,Subframe_Index
2.320282,13.462922638413277,275.6961,0.001152,8
2.2915344,13.326399218017636,275.6091,0.001184,0
2.2861938,13.27892231045666,275.44824,0.001184,1
2.267212,13.471971061026382,275.52463,0.001184,2
2.37146,13.381179331488578,275.54004,0.001184,3
2.336731,13.304187491677606,275.3659,0.001184,4
2.3200684,13.48548232913461,275.61526,0.001184,5
2.405243,13.37977263827268,275.5334,0.001184,6
2.3675232,13.30393123883866,275.31952,0.001184,7
2.378357,13.48007269683454,275.75418,0.001184,8
2.4342346,13.363242981461495,275.7518,0.001216,0
2.4242249,13.326334480458323,275.58627,0.001216,1
2.4206543,13.522494679972514,275.67807,0.001216,2
2.4195862,13.396741971007529,275.58817,0.001216,3
2.3973083,13.319565359412685,275.42648,0.001216,4
2.3899841,13.495194311730673,275.68518,0.001216,5
2.398468,13.377087378260354,275.5266,0.001216,6
2.3843384,13.298850689131763,275.33633,0.001216,7
2.388977,13.474835698025972,275.7648,0.001216,8
2.4974976,13.365483170753546,275.81506,0.001248,0
2.4983215,13.325635854297406,275.66037,0.001248,1
2.4909668,13.533717205619206,275.74838,0.001248,2
2.5267944,13.378761113908418,275.69537,0.001248,3
2.506012,13.318374458061161,275.5352,0.001248,4
2.492157,13.482933287736673,275.78735,0.001248,5
2.4996338,13.386912651585213,275.62778,0.001248,6
2.4856873,13.324505644407738,275.43768,0.001248,7
2.4858704,13.489721290570444,275.8617,0.001248,8
2.5603638,13.356276950339614,275.87793,0.00128,0
2.5407715,13.317166023620658,275.70282,0.00128,1
2.5301208,13.505171988059749,275.78754,0.00128,2
2.5376282,13.392342514372569,275.7062,0.00128,3
2.5126343,13.318290838713716,275.5418,0.00128,4
2.49646,13.49641488446355,275.79166,0.00128,5
2.6169739,13.408918026954932,275.74512,0.00128,6
2.5812378,13.316122130476739,275.53323,0.00128,7
2.5865479,13.516546916710656,275.96237,0.00128,8
2.6336975,13.371770806201795,275.95126,0.001312,0
2.6214294,13.320953170840452,275.78348,0.001312,1
2.6059265,13.521719177959914,275.86334,0.001312,2
2.6549683,13.399551311341872,275.82355,0.001312,3
2.6331482,13.341387311697686,275.66232,0.001312,4
2.6114197,13.522131879900533,275.90662,0.001312,5
2.688202,13.40408698659122,275.81635,0.001312,6
2.6629028,13.33078383896192,275.6149,0.001312,7
2.6542053,13.493025603493697,276.03003,0.001312,8
2.7471313,13.377845347183973,276.0647,0.001344,0
2.7253723,13.322486641776672,275.88742,0.001344,1
2.7216797,13.50611472876724,275.9791,0.001344,2
2.759491,13.411448186564739,275.92807,0.001344,3
2.7434082,13.353636197399316,275.77258,0.001344,4
2.715973,13.523765154574026,276.01117,0.001344,5
2.8258972,13.432320654646485,275.95404,0.001344,6
2.7740173,13.358823294339249,275.726,0.001344,7
2.7922363,13.520839826112582,276.16806,0.001344,8
2.7554626,13.380414619069198,276.07303,0.001376,0
2.7452087,13.341185006824833,275.90726,0.001376,1
2.7316284,13.538791011830343,275.98904,0.001376,2
2.7765503,13.405741840451151,275.94513,0.001376,3
2.7522583,13.362151883847245,275.78143,0.001376,4
2.7423096,13.538379658588877,276.0375,0.001376,5
2.8596497,13.42853350742669,275.9878,0.001376,6
2.8344116,13.36301100520729,275.7864,0.001376,7
2.8323364,13.533745528301406,276.20816,0.001376,8
2.8069458,13.397745403176877,276.1245,0.001408,0
2.8036804,13.356034184492191,275.96573,0.001408,1
2.7853088,13.54986113447282,276.04272,0.001408,2
2.8479614,13.428942163269852,276.01654,0.001408,3
2.8353271,13.373132992345667,275.8645,0.001408,4
2.8155518,13.54595665042677,276.11075,0.001408,5
2.9094238,13.431936275388066,276.03757,0.001408,6
2.8900757,13.349453881327882,275.84207,0.001408,7
2.894806,13.528896954848713,276.27063,0.001408,8
2.9109192,13.417704801932484,276.2285,0.00144,0
2.9057922,13.385683986657423,276.06784,0.00144,1
2.8940125,13.573977224015966,276.15143,0.00144,2
2.8526611,13.441007625886764,276.02124,0.00144,3
2.8299866,13.376852704607845,275.85916,0.00144,4
2.8160706,13.548546152799279,276.11127,0.00144,5
2.986084,13.442433200890797,276.11423,0.00144,6
2.9737854,13.36845974978278,275.92578,0.00144,7
